0.778145,0.868313,0,0,0,0.401431,0.915889,0,3
1.45801,1.70676,0,0,0,0.486685,0.873578,0,3
1.68875,2.88197,0,0,0,0.720491,0.693464,0,3
1.64927,3.9839,0,0,0,0.699537,0.714596,0,3
1.70999,5.13192,0,0,0,0.68953,0.724258,0,3
1.69479,6.28131,0,0,0,0.729162,0.684341,0,3
1.61708,7.41297,0,0,0,0.728874,0.684648,0,3
1.60471,8.57424,0,0,0,0.64422,0.76484,0,3
2.18199,9.58194,0,0,0,0.331431,0.94348,0,3
3.0831,10.0588,0,0,0,0.067193,0.99774,0,3
4.20466,10.1515,0,0,0,0.0379136,0.999281,0,3
5.3466,10.2493,0,0,0,0.0263147,0.999654,0,3
6.52515,10.2924,0,0,0,-0.0119943,0.999928,0,3
7.73647,10.2634,0,0,0,-0.0179892,0.999838,0,3
8.91985,10.2484,0,0,0,-0.00295146,0.999996,0,3
10.137,10.2429,0,0,0,0.000228001,1,0,3
11.3286,10.2555,0,0,0,0.0222199,0.999753,0,3
12.5198,10.3144,0,0,0,0.0231165,0.999733,0,3
13.7148,10.381,0,0,0,0.0266854,0.999644,0,3
14.9114,10.4471,0,0,0,0.0260366,0.999661,3,3
16.0819,10.5093,0,0,0,0.0287421,0.999587,3,3
17.2727,10.5851,0,0,0,0.0304335,0.999537,3,3
18.4806,10.6598,0,0,0,0.0314521,0.999505,3,3
19.6736,10.7403,0,0,0,0.0331734,0.99945,3,3
20.8455,10.8224,0,0,0,0.033874,0.999426,3,3
